item>>brand,item>>categories,item>>color,item>>description,item>>image,item>>instock,item>>price,item>>rating,item>>seller,item>>sku,item>>title,item>>total_reviews,item>>url
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Чёрный,"Цвет: Чёрный
Стиль: Повседневный
Принт: графический принт
Воротник: Круглый воротник
Длина рукава: Короткий рукав
детали: Асимметричный
Тип рукава: Обычный рукав
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Среднее Растяжение
Материал: Хлопок
ингредиент: 63% Хлопок
ингредиент: 37% Полиэстер
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/05/27/162209860087eab3fc416b51e5fd5a06aa53f4d0d5_thumbnail_405x552.jpg,yes,630,4.89,SHEIN,2706549,DAZY Кроп-футболка с текстовым принтом,3902,https://ru.shein.com/DAZY-Letter-Graphic-Crop-Tee-p-2706549-cat-1738.html
SHEIN," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Чёрный,"Цвет: Чёрный
Стиль: Повседневный
Принт: Одноцветный
Воротник: V-образный вырез
Длина рукава: Короткий рукав
детали: Волнистый край
детали: На запах
детали: трикотажный
Тип рукава: Обычный рукав
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Облегающий
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 93% Хлопок
ингредиент: 7% спандекс
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2020/07/30/1596073250f47a6b6108f1fb42c404e0b260946a39_thumbnail_405x552.jpg,yes,450,4.89,SHEIN,1425301,SHEIN Трикотажная однотонная футболка с v-образным воротником,10000,https://ru.shein.com/SHEIN-Surplice-Neck-Rib-knit-Solid-Tee-p-1425301-cat-1738.html
," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Светло-серый,"Цвет: Светло-серый
Стиль: Повседневный
Принт: Объект
Воротник: Круглый воротник
Длина рукава: Половинный рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: оверсайз
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 65% Хлопок
ингредиент: 35% Полиэстер
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/04/27/1651022041937e496bbdabffc5ddcc54d2caa39d35_thumbnail_405x552.jpg,yes,860,4.87,SHEIN,8427657,Футболка с принтом фигуры,4866,https://ru.shein.com/Figure-Graphic-Drop-Shoulder-Tee-p-8427657-cat-1738.html
ROMWE," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Чёрный,"Цвет: Чёрный
Стиль: Повседневный
Принт: Объект
Принт: Мультяшный принт
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Спущенный рукав
Длина: Обычные
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 65% Хлопок
ингредиент: 35% Полиэстер
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/10/14/1634199522ceb11c02d11ab790107bb3c0603bebb8_thumbnail_405x552.jpg,yes,730,4.84,SHEIN,9762168,ROMWE Kawaii Футболка с принтом комикса и японским текстовым принтом,353,https://ru.shein.com/ROMWE-Kawaii-Japanese-Comics-Print-Tee-p-9762168-cat-1738.html
MEYSI KIM," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Многоцветный,"Цвет: Многоцветный
Стиль: Повседневный
Принт: буква
Принт: графический принт
Воротник: Круглый воротник
Длина рукава: Короткий рукав
детали: с разрезом
Тип рукава: Спущенный рукав
Длина: Короткий
Тип фигуры: Облегающий
Ткань: Среднее Растяжение
Материал: Хлопок
ингредиент: 95% Хлопок
ингредиент: 5% спандекс
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/05/25/16534444815c57216e0f3370c8cd5ae6d868454fe0_thumbnail_405x552.jpg,yes,1740,,SHEIN,10720672,MEYSI KIM с принтом мотоциклов и букв со строчкой Майка & Супер короткая футболка,,https://ru.shein.com/MEYSI-KIM-Motorcycle-Letter-Graphic-Top-stitching-Tank-Top-Super-Crop-Tee-p-10720672-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Хаки,"Цвет: Хаки
Стиль: Повседневный
Принт: Одноцветный
Воротник: Поло
Длина рукава: Половинный рукав
детали: Пуговица
Тип рукава: Обычный рукав
Длина: Обычные
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/03/14/1647230397590376f95f05b93bc71d4c07da2608d1_thumbnail_405x552.jpg,yes,1080,4.92,SHEIN,10000672,Dazy-Less Футболка-поло однотонный на пуговицах,91,https://ru.shein.com/Dazy-Less-Solid-Half-Button-Polo-Tee-p-10000672-cat-1738.html
SHEIN," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Многоцветный,"Цвет: Многоцветный
Стиль: Повседневный
Принт: Объект
Воротник: Круглый воротник
Длина рукава: Длинный рукав
Тип рукава: Обычный рукав
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Облегающий
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 95% Хлопок
ингредиент: 5% спандекс
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/12/17/1639719349db7783d43fe97d599f8e7567e8709891_thumbnail_405x552.jpg,yes,680,4.92,SHEIN,7920422,SHEIN Кроп-футболка с узором фигуры,2870,https://ru.shein.com/SHEIN-Figure-Pattern-Crop-Tee-p-7920422-cat-1738.html
," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Повседневный
Принт: Одноцветный
Воротник: Круглый воротник
Длина рукава: Короткий рукав
детали: на кулиске
Тип рукава: Обычный рукав
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Облегающий
Ткань: Среднее Растяжение
Материал: Хлопок
ингредиент: 65% Хлопок
ингредиент: 35% Полиэстер
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/06/29/16249635084058ba981cae2596d6814e0f5802583f_thumbnail_405x552.jpg,yes,590,4.90,SHEIN,3010351,Кроп-футболка на кулиске,3097,https://ru.shein.com/Drawstring-Side-Crop-Tee-p-3010351-cat-1738.html
ROMWE," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Чёрный,"Цвет: Чёрный
Стиль: Повседневный
Принт: Хэллоуин
Принт: Лозунг
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: оверсайз
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка, не подвергайте химчистке
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/12/09/16390221965576a3c2e0d3f3de561812e79662750f_thumbnail_405x552.jpg,yes,980,4.95,SHEIN,8535067,ROMWE X OhhMeed Футболка череп с текстовым принтом,88,https://ru.shein.com/ROMWE-X-OhhMeed-Skull-Slogan-Graphic-Tee-p-8535067-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Бежевые,"Цвет: Бежевые
Стиль: Повседневный
Принт: Лозунг
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Обычный рукав
Длина: Обычные
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/05/31/165397563615991754689096d914f0beb0f3268694_thumbnail_405x552.jpg,yes,740,,SHEIN,10715086,DAZY Футболка с текстовым принтом,,https://ru.shein.com/DAZY-Slogan-Graphic-Drop-Shoulder-Tee-p-10715086-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Повседневный
Принт: Одноцветный
Воротник: Круглый воротник
Длина рукава: Длинный рукав
Тип рукава: Спущенный рукав
Длина: Обычные
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 65% Хлопок
ингредиент: 35% Полиэстер
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/11/10/1636527258ccfd24a79f07a19fa8c588e8d689643f_thumbnail_405x552.jpg,yes,1400,4.92,SHEIN,5744302,Dazy-Less Футболка с круглым воротником,715,https://ru.shein.com/Dazy-Less-Round-Neck-Drop-Shoulder-Tee-p-5744302-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Повседневный
Принт: Одноцветный
Воротник: Круглый воротник
Длина рукава: Длинный рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Среднее Растяжение
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/08/27/16300367560e1a1c34165c6c045cf07d75c8b95610_thumbnail_405x552.jpg,yes,1050,4.88,SHEIN,3307215,DAZY Одноцветный Повседневный Женские футболки,4790,https://ru.shein.com/DAZY-Solid-Drop-Shoulder-Tee-p-3307215-cat-1738.html
SHEIN," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Многоцветный,"Цвет: Многоцветный
Стиль: Повседневный
Принт: Контрастный цвет
Принт: Фрукты и овощи
Воротник: Круглый воротник
Длина рукава: Рукав крышки
детали: Волнистый край
Тип рукава: Обычный рукав
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Облегающий
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 95% Хлопок
ингредиент: 5% спандекс
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/02/08/164431464942907deb90cc2d355acf466cedf02430_thumbnail_405x552.jpg,yes,380,4.88,SHEIN,8712162,SHEIN Кроп-футболка с принтом клубники с волнистой отделкой,188,https://ru.shein.com/SHEIN-Strawberry-Print-Lettuce-Trim-Crop-Tee-p-8712162-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Зелёный,"Цвет: Зелёный
Стиль: Повседневный
Принт: буква
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Среднее Растяжение
Материал: Хлопок
ингредиент: 65% Хлопок
ингредиент: 35% Полиэстер
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/06/21/1624244196244372315a966ce3a1a53c78f67bac8f_thumbnail_405x552.jpg,yes,760,4.93,SHEIN,2864378,DAZY Футболка с текстовым принтом,9505,https://ru.shein.com/DAZY-Letter-Graphic-Tee-p-2864378-cat-1738.html
," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Чёрный,"Цвет: Чёрный
Стиль: Повседневный
Принт: Одноцветный
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Спущенный рукав
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 65% Хлопок
ингредиент: 35% Полиэстер
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/04/02/1617334539afc1d831d77bce1af113e899e2bbbb28_thumbnail_405x552.jpg,yes,560,4.93,SHEIN,2434809,Короткая однотонная футболка,10000,https://ru.shein.com/Solid-Drop-Shoulder-Crop-Tee-p-2434809-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Темно-зеленый,"Цвет: Темно-зеленый
Стиль: Повседневный
Принт: буква
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Обычный рукав
Длина: Обычные
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/05/31/16539761691a7960f957d6793f6298173bcbdbe7e4_thumbnail_405x552.jpg,yes,660,,SHEIN,10714962,DAZY Футболка с текстовым принтом с круглым воротником,,https://ru.shein.com/DAZY-Letter-Graphic-Round-Neck-Tee-p-10714962-cat-1738.html
ROMWE," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Чёрный,"Цвет: Чёрный
Стиль: Повседневный
Принт: графический принт
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: оверсайз
Ткань: Среднее Растяжение
Материал: Хлопок
ингредиент: 65% Хлопок
ингредиент: 35% Полиэстер
Инструкция по уходу: Ручная стирка, не подвергайте сухой чистке
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/03/07/16466450627a9a0fa15ed5c2bc83db15063f3a9f8b_thumbnail_405x552.jpg,yes,1010,4.79,SHEIN,10059035,ROMWE Punk Rock Футболка крылья с узором,120,https://ru.shein.com/ROMWE-Punk-Rock-Wings-Graphic-Drop-Shoulder-Tee-p-10059035-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Темно-зеленый,"Цвет: Темно-зеленый
Стиль: Повседневный
Принт: Лозунг
Воротник: Круглый воротник
Длина рукава: Половинный рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: оверсайз
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/01/10/1641792778f1694b126c50ac0870f342cccfd11959_thumbnail_405x552.jpg,yes,850,4.95,SHEIN,8735032,DAZY Футболка с текстовым принтом,1254,https://ru.shein.com/DAZY-Slogan-Graphic-Drop-Shoulder-Tee-p-8735032-cat-1738.html
," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Темно-зеленый,"Цвет: Темно-зеленый
Стиль: Повседневный
Принт: графический принт
Принт: Лозунг
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Обычный рукав
Длина: Обычные
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 60% Хлопок
ингредиент: 40% Полиэстер
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/12/27/1640581544c9e61bca2b49aec8999028843629321f_thumbnail_405x552.jpg,yes,640,4.84,SHEIN,9425037,Футболка с принтом буквы и луны,135,https://ru.shein.com/Moon-Letter-Graphic-Tee-p-9425037-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Лиловый Фиолетовый,"Цвет: Лиловый Фиолетовый
Стиль: Повседневный
Принт: Одноцветный
Воротник: Круглый воротник
Длина рукава: Длинный рукав
детали: Волнистый край
Тип рукава: Спущенный рукав
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Неэластичный
Материал: Хлопок
ингредиент: 65% Хлопок
ингредиент: 35% Полиэстер
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/01/20/1642658384c4651644376d32236ffba8d2ad8424dd_thumbnail_405x552.jpg,yes,660,4.86,SHEIN,9356942,DAZY 1шт Футболка с волнистой отделкой асимметричный,494,https://ru.shein.com/DAZY-1pc-Drop-Shoulder-Lettuce-Trim-High-Low-Hem-Tee-p-9356942-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Чёрный,"Цвет: Чёрный
Стиль: Повседневный
Принт: Лозунг
Воротник: Круглый воротник
Длина рукава: Половинный рукав
Тип рукава: Спущенный рукав
Длина: Обычные
Тип фигуры: Обычный
Ткань: Неэластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/05/31/16539767089934ceaa30d9c7284cf2c05c19c7154c_thumbnail_405x552.jpg,yes,930,,SHEIN,10714943,DAZY Футболка еда & с текстовым принтом,,https://ru.shein.com/DAZY-Food-Letter-Graphic-Drop-Shoulder-Tee-p-10714943-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Светло-серый,"Цвет: Светло-серый
Стиль: Повседневный
Принт: буква
Воротник: Круглый воротник
Длина рукава: Половинный рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 63% Хлопок
ингредиент: 37% Полиэстер
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/03/08/16467310306fcfe6a87a6f333ef2debfa0a723c933_thumbnail_405x552.jpg,yes,830,4.93,SHEIN,9168832,DAZY Футболка с текстовым принтом,360,https://ru.shein.com/DAZY-Letter-Graphic-Drop-Shoulder-Tee-p-9168832-cat-1738.html
SHEIN," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Чёрный,"Цвет: Чёрный
Стиль: Повседневный
Принт: буква
Принт: Мультяшный принт
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Обычный рукав
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Облегающий
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 95% Хлопок
ингредиент: 5% спандекс
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Подкладка: Без подкладки
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/11/25/1637807454fed188b6d6dcc21ad8031bb1159db479_thumbnail_405x552.jpg,yes,570,4.95,SHEIN,7257707,SHEIN Топ с мультипликационным узором контрастный,464,https://ru.shein.com/SHEIN-Cartoon-Graphic-Contrast-Stitch-Top-p-7257707-cat-1738.html
ROMWE," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Aбрикосовый,"Цвет: Aбрикосовый
Стиль: Повседневный
Принт: Мультяшный принт
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: оверсайз
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка, не подвергайте химчистке
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/10/25/1635144282e726473d461637d015161baa13c89a43_thumbnail_405x552.jpg,yes,980,4.94,SHEIN,8535177,ROMWE X Polaris Футболка с узором кошки & с принтом лягушки,741,https://ru.shein.com/ROMWE-X-Polaris-Cartoon-Cat-Frog-Print-Tee-p-8535177-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Повседневный
Принт: Одноцветный
Воротник: Круглый воротник
Длина рукава: Длинный рукав
детали: с разрезом
Тип рукава: Спущенный рукав
Длина: Обычные
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/12/16/1639649060c3f2c35f237e28d6928fd4bead1bd2f8_thumbnail_405x552.jpg,yes,920,4.87,SHEIN,6794042,DAZY Футболка с разрезом,232,https://ru.shein.com/DAZY-Solid-Cut-Out-Tee-p-6794042-cat-1738.html
," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Повседневный
Принт: буква
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Спущенный рукав
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 65% Хлопок
ингредиент: 35% Полиэстер
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/10/16/1634350359ef2e3c6ee26059e4c44e42560c5cd266_thumbnail_405x552.jpg,yes,590,4.94,SHEIN,5612602,Кроп-футболка с текстовым принтом,159,https://ru.shein.com/Letter-Graphic-Drop-Shoulder-Crop-Tee-p-5612602-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Повседневный
Принт: буква
Воротник: Круглый воротник
детали: с вышивкой
Длина рукава: Половинный рукав
Тип рукава: Спущенный рукав
Длина: Обычные
Тип фигуры: оверсайз
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 95% Хлопок
ингредиент: 5% спандекс
Инструкция по уходу: Ручная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/05/31/1653978765ac412cd341f9f0141313df156c2e3624_thumbnail_405x552.jpg,yes,950,,SHEIN,10714754,Dazy-Less Футболка с текстовой вышивкой,,https://ru.shein.com/Dazy-Less-Letter-Embroidery-Drop-Shoulder-Tee-p-10714754-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Повседневный
Принт: Одноцветный
Воротник: Круглый воротник
Длина рукава: Половинный рукав
детали: Контрастный искусственный мех
Тип рукава: Спущенный рукав
Длина: Обычные
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: Полупрозрачный",https://img.ltwebstatic.com/images3_pi/2022/02/09/1644394712c2079a987f2f6533f69756702c37719b_thumbnail_405x552.jpg,yes,1010,4.90,SHEIN,8969057,DAZY Футболка однотонный контрастный с плюшевой отделкой,1897,https://ru.shein.com/DAZY-Solid-Drop-Shoulder-Contrast-Fuzzy-Trim-Tee-p-8969057-cat-1738.html
SHEIN," Женская одежда, блузки и футболки, Женские топы,Женские футболки",ярко-розовый,"Цвет: ярко-розовый
Стиль: Повседневный
Принт: Одноцветный
Воротник: V-образный вырез
Длина рукава: Длинный рукав
детали: трикотажный
детали: Пуговица
Тип рукава: Обычный рукав
Длина: Короткий
Тип Застежки: Планка
Тип фигуры: Облегающий
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 93% Хлопок
ингредиент: 7% спандекс
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/06/07/1623046416ccb803ddcc10038443bddd1922c5ee18_thumbnail_405x552.jpg,yes,660,4.87,SHEIN,2775145,SHEIN Топ в рубчик с v-образным воротником и пуговицами,10000,https://ru.shein.com/SHEIN-V-Neck-Button-Front-Ribbed-Top-p-2775145-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Чёрный,"Цвет: Чёрный
Стиль: Повседневный
Принт: Одноцветный
Воротник: Круглый воротник
Длина рукава: Половинный рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Ручная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/12/21/164005064805888648d2cb61600e4dc281df061564_thumbnail_405x552.jpg,yes,840,4.81,SHEIN,7541247,DAZY Длинная футболка,206,https://ru.shein.com/DAZY-Drop-Shoulder-Topstitching-Longline-Tee-p-7541247-cat-1738.html
," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Повседневный
Принт: Одноцветный
Воротник: Круглый воротник
Длина рукава: 3/4 рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: оверсайз
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/11/30/1638263624e37fabbd4bca6cdd7168acb41edb2805_thumbnail_405x552.jpg,yes,730,4.90,SHEIN,7127922,Футболка однотонный с круглым воротником,702,https://ru.shein.com/Solid-Round-Neck-Drop-Shoulder-Tee-p-7127922-cat-1738.html
SHEIN," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Чёрный,"Цвет: Чёрный
Стиль: Повседневный
Принт: Одноцветный
Воротник: U-образный воротник
Длина рукава: Короткий рукав
детали: узел
детали: на кулиске
детали: со сборками
Тип рукава: Обычный рукав
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Облегающий
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 95% Хлопок
ингредиент: 5% спандекс
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/03/29/1617000284521b213379e986984f305134c8ba34e6_thumbnail_405x552.jpg,yes,560,4.89,SHEIN,2391291,SHEIN Футболка на кулиске со сборкой,10000,https://ru.shein.com/SHEIN-Solid-Drawstring-Ruched-Tee-p-2391291-cat-1738.html
